OrderLineID,OrderID,DateKey,ProductKey,CustomerKey,RegionKey,ChannelKey,Quantity,UnitPrice,GrossRevenue,DiscountAmount,NetRevenue,UnitCost,Profit,PromoType
150,200117,20210103,81,12119,6,1,1,23.76,23.76,1.9,21.86,12.32,9.54,Clearance
151,200117,20210103,91,12119,6,1,2,39.6,79.2,0.0,79.2,19.23,40.74,None
152,200118,20210103,77,26541,6,1,1,20.24,20.24,0.61,19.63,10.42,9.22,Clearance
153,200119,20210103,2,9994,6,2,1,84.48,84.48,10.14,74.34,41.86,32.49,Clearance
154,200120,20210103,64,11821,7,1,1,82.95,82.95,0.0,82.95,39.67,43.28,None
155,200121,20210103,54,10472,7,1,1,149.1,149.1,0.0,149.1,68.75,80.35,None
156,200122,20210103,93,25812,7,1,1,25.2,25.2,0.76,24.44,10.13,14.31,Loyalty Offer
157,200123,20210103,20,16900,7,1,1,100.8,100.8,18.14,82.66,42.92,39.73,Clearance
158,200124,20210103,42,8612,7,2,1,106.05,106.05,8.48,97.57,42.72,54.84,Clearance
159,200125,20210103,10,28578,7,2,1,98.7,98.7,17.77,80.93,40.54,40.4,Clearance
160,200125,20210103,49,28578,7,2,1,156.45,156.45,0.0,156.45,71.91,84.54,None
161,200125,20210103,30,28578,7,2,1,107.1,107.1,12.85,94.25,44.97,49.28,Clearance
162,200126,20210103,27,22422,7,2,1,107.1,107.1,3.21,103.89,44.12,59.77,Clearance
163,200127,20210103,34,13853,8,1,1,90.9,90.9,7.27,83.63,44.13,39.5,Clearance
164,200128,20210103,49,23637,8,1,1,134.1,134.1,0.0,134.1,71.65,62.45,None
165,200128,20210103,82,23637,8,1,2,26.1,52.2,0.0,52.2,13.52,25.16,Clearance
166,200129,20210103,91,6759,8,2,1,40.5,40.5,0.0,40.5,18.63,21.87,None
167,200130,20210103,55,10866,8,2,1,112.5,112.5,3.38,109.12,59.54,49.59,Loyalty Offer
168,200131,20210104,43,20327,1,1,1,99.0,99.0,7.92,91.08,43.18,47.9,Clearance
169,200131,20210104,43,20327,1,1,1,99.0,99.0,14.85,84.15,42.14,42.01,Clearance
170,200131,20210104,93,20327,1,1,1,24.0,24.0,0.72,23.28,10.19,13.09,Loyalty Offer
171,200132,20210104,40,3067,1,1,1,101.0,101.0,0.0,101.0,43.27,57.73,Clearance
172,200133,20210104,54,673,1,1,1,142.0,142.0,0.0,142.0,68.49,73.51,None
173,200134,20210104,4,27258,1,1,1,94.0,94.0,16.92,77.08,41.96,35.12,Clearance
174,200135,20210104,93,21562,1,2,1,24.0,24.0,0.0,24.0,10.27,13.73,None
175,200136,20210104,40,26506,1,2,1,101.0,101.0,18.18,82.82,42.6,40.22,Clearance
176,200137,20210104,68,7326,1,2,2,29.0,58.0,0.0,58.0,14.4,29.19,None
177,200137,20210104,79,7326,1,2,1,16.0,16.0,0.0,16.0,7.45,8.55,Clearance
178,200138,20210104,31,21244,2,1,1,97.02,97.02,17.46,79.56,43.1,36.46,Clearance
179,200139,20210104,68,24378,2,1,1,28.42,28.42,0.0,28.42,14.67,13.75,None
180,200140,20210104,76,5405,2,1,1,34.3,34.3,7.2,27.1,16.34,10.76,Clearance
181,200140,20210104,52,5405,2,1,1,129.36,129.36,0.0,129.36,62.66,66.7,None
182,200141,20210104,37,28064,2,1,1,97.02,97.02,7.76,89.26,42.24,47.02,Clearance
183,200142,20210104,82,13732,2,2,1,28.42,28.42,3.41,25.01,13.5,11.51,Clearance
184,200143,20210104,10,20500,2,2,1,92.12,92.12,10.13,81.99,40.85,41.13,Clearance
185,200144,20210104,77,8605,3,1,1,21.85,21.85,2.62,19.23,10.73,8.49,Clearance
186,200144,20210104,52,8605,3,1,1,125.4,125.4,0.0,125.4,62.8,62.6,None
187,200145,20210104,76,23288,3,1,1,33.25,33.25,0.0,33.25,16.04,17.21,Clearance
188,200145,20210104,43,23288,3,1,1,94.05,94.05,0.0,94.05,43.32,50.73,Clearance
189,200145,20210104,64,23288,3,1,1,75.05,75.05,2.25,72.8,40.24,32.56,Loyalty Offer
190,200146,20210104,57,27201,3,2,1,182.4,182.4,0.0,182.4,90.98,91.42,None
191,200147,20210104,56,28802,3,2,1,106.4,106.4,0.0,106.4,53.26,53.14,None
192,200148,20210104,65,19163,4,1,2,19.8,39.6,0.0,39.6,8.86,21.88,None
193,200149,20210104,24,4806,4,1,1,112.2,112.2,8.98,103.22,45.29,57.93,Clearance
194,200149,20210104,85,4806,4,1,1,18.7,18.7,2.24,16.46,7.76,8.69,Clearance
195,200149,20210104,100,4806,4,1,1,96.8,96.8,0.0,96.8,37.12,59.68,None
196,200150,20210104,6,9925,4,2,1,112.2,112.2,8.98,103.22,44.67,58.55,Clearance
197,200150,20210104,27,9925,4,2,1,112.2,112.2,8.98,103.22,44.44,58.78,Clearance
198,200151,20210104,53,13301,4,2,1,203.5,203.5,0.0,203.5,89.54,113.96,None
199,200152,20210104,68,28955,4,2,1,31.9,31.9,0.0,31.9,14.21,17.69,None
200,200153,20210104,45,19007,5,1,1,91.08,91.08,16.39,74.69,42.64,32.05,Clearance
201,200154,20210104,13,5584,5,1,1,86.48,86.48,10.38,76.1,41.64,34.46,Clearance
202,200155,20210104,50,23324,5,1,1,146.28,146.28,0.0,146.28,75.91,70.37,None
203,200156,20210104,51,6149,5,2,1,108.56,108.56,3.26,105.3,57.01,48.29,Loyalty Offer
204,200156,20210104,13,6149,5,2,1,86.48,86.48,0.0,86.48,41.94,44.54,Clearance
205,200157,20210104,67,13407,5,2,1,68.08,68.08,0.0,68.08,36.7,31.38,None
206,200158,20210104,79,21945,5,2,2,14.72,29.44,0.0,29.44,7.33,14.77,Clearance
207,200159,20210104,15,21001,6,1,1,89.76,89.76,10.77,78.99,44.51,34.48,Clearance
208,200160,20210104,66,24748,6,2,1,34.32,34.32,0.0,34.32,19.21,15.11,None
209,200161,20210104,21,27471,7,1,1,107.1,107.1,19.28,87.82,45.67,42.15,Clearance
210,200162,20210104,90,1272,7,1,1,33.6,33.6,0.0,33.6,13.54,20.06,None
211,200163,20210104,71,13309,7,2,3,27.3,81.9,0.0,81.9,12.15,45.44,Clearance
212,200164,20210104,87,27799,7,2,1,15.75,15.75,0.0,15.75,6.85,8.9,Clearance
213,200165,20210104,90,3751,7,2,1,33.6,33.6,0.0,33.6,13.17,20.43,None
214,200166,20210104,90,21713,7,2,1,33.6,33.6,0.0,33.6,13.33,20.27,None
215,200167,20210104,88,21601,8,1,1,12.6,12.6,1.51,11.09,6.42,4.67,Clearance
216,200168,20210104,80,3971,8,2,1,18.0,18.0,2.16,15.84,9.23,6.61,Clearance
217,200169,20210104,9,26673,8,2,1,91.8,91.8,11.02,80.78,44.82,35.97,Clearance
218,200170,20210105,9,2290,1,1,1,102.0,102.0,3.06,98.94,44.83,54.11,Clearance
219,200171,20210105,99,1020,1,1,1,39.0,39.0,0.0,39.0,16.57,22.43,None
220,200171,20210105,2,1020,1,1,1,96.0,96.0,14.4,81.6,42.27,39.33,Clearance
221,200172,20210105,55,10740,1,1,1,125.0,125.0,0.0,125.0,59.6,65.4,None
222,200173,20210105,78,9053,1,1,1,12.0,12.0,2.16,9.84,5.58,4.26,Clearance
223,200174,20210105,100,19138,1,2,1,88.0,88.0,0.0,88.0,36.55,51.45,None
224,200175,20210105,82,16832,1,2,1,29.0,29.0,0.87,28.13,13.09,15.04,Clearance
225,200176,20210105,62,15955,1,2,1,28.0,28.0,0.0,28.0,13.86,14.14,None
226,200177,20210105,90,27556,1,2,1,32.0,32.0,0.0,32.0,13.43,18.57,None
227,200177,20210105,37,27556,1,2,1,99.0,99.0,0.0,99.0,41.84,57.16,Clearance
228,200178,20210105,73,29454,2,1,2,20.58,41.16,3.29,37.87,9.63,18.61,Clearance
229,200179,20210105,94,1720,2,1,1,36.26,36.26,0.0,36.26,15.62,20.64,None
230,200180,20210105,99,15600,2,1,1,38.22,38.22,1.15,37.07,16.51,20.56,Loyalty Offer
231,200181,20210105,47,6883,2,2,1,161.7,161.7,0.0,161.7,79.18,82.52,None
232,200182,20210105,62,29019,2,2,2,27.44,54.88,0.0,54.88,13.86,27.17,None
233,200183,20210105,54,7530,2,2,1,139.16,139.16,0.0,139.16,68.59,70.57,None
234,200184,20210105,90,3301,3,1,1,30.4,30.4,0.91,29.49,13.57,15.91,Loyalty Offer
235,200184,20210105,75,3301,3,1,2,18.05,36.1,0.0,36.1,8.6,18.9,Clearance
236,200185,20210105,69,342,3,1,1,90.25,90.25,0.0,90.25,47.36,42.89,None
237,200186,20210105,14,28116,3,2,1,91.2,91.2,0.0,91.2,43.01,48.19,Clearance
238,200186,20210105,20,28116,3,2,1,91.2,91.2,10.94,80.26,41.48,38.78,Clearance
239,200186,20210105,57,28116,3,2,1,182.4,182.4,0.0,182.4,91.24,91.16,None
240,200187,20210105,52,8454,3,2,1,125.4,125.4,0.0,125.4,64.24,61.16,None
241,200188,20210105,72,22745,3,2,1,26.6,26.6,0.0,26.6,12.86,13.74,Clearance
242,200189,20210105,66,22209,4,1,1,42.9,42.9,0.0,42.9,19.74,23.16,None
243,200190,20210105,2,1751,4,1,1,105.6,105.6,8.45,97.15,43.06,54.09,Clearance
244,200191,20210105,2,25603,4,2,1,105.6,105.6,8.45,97.15,42.9,54.25,Clearance
245,200191,20210105,61,25603,4,2,1,50.6,50.6,0.0,50.6,23.2,27.4,None
246,200192,20210105,55,7683,4,2,1,137.5,137.5,0.0,137.5,60.79,76.71,None
247,200193,20210105,18,4215,5,1,1,93.84,93.84,11.26,82.58,45.59,36.99,Clearance
248,200194,20210105,5,1476,5,1,1,88.32,88.32,7.07,81.25,41.83,39.42,Clearance
249,200194,20210105,78,1476,5,1,1,11.04,11.04,1.32,9.72,5.55,4.16,Clearance
250,200195,20210105,62,28060,5,2,1,25.76,25.76,0.0,25.76,14.15,11.61,None
251,200196,20210105,51,15044,5,2,1,108.56,108.56,0.0,108.56,56.93,51.63,None
252,200197,20210105,75,12881,6,1,3,16.72,50.16,9.03,41.13,8.66,15.15,Clearance
253,200198,20210105,92,9994,6,2,1,51.04,51.04,1.53,49.51,24.15,25.36,Loyalty Offer
254,200199,20210105,16,12638,6,2,1,82.72,82.72,9.93,72.79,41.06,31.73,Clearance
255,200200,20210105,11,24605,7,1,1,100.8,100.8,12.1,88.7,41.63,47.08,Clearance
256,200200,20210105,85,24605,7,1,2,17.85,35.7,0.0,35.7,7.74,20.23,Clearance
257,200201,20210105,53,5617,7,1,1,194.25,194.25,0.0,194.25,89.53,104.72,None
258,200202,20210105,65,20981,7,1,1,18.9,18.9,0.57,18.33,8.97,9.37,Loyalty Offer
259,200202,20210105,77,20981,7,1,2,24.15,48.3,3.86,44.44,10.54,23.35,Clearance
260,200202,20210105,49,20981,7,1,1,156.45,156.45,4.69,151.76,71.29,80.46,Loyalty Offer
261,200203,20210105,37,9556,7,2,1,103.95,103.95,8.32,95.63,42.9,52.73,Clearance
262,200204,20210105,89,2210,7,2,1,18.9,18.9,0.0,18.9,7.64,11.26,None
263,200205,20210105,86,3956,7,2,3,18.9,56.7,6.8,49.9,8.24,25.17,Clearance
264,200206,20210105,98,20864,8,1,1,30.6,30.6,0.0,30.6,14.0,16.6,None
265,200207,20210105,91,15153,8,1,1,40.5,40.5,0.0,40.5,19.09,21.41,None
266,200207,20210105,93,15153,8,1,1,21.6,21.6,0.0,21.6,10.26,11.34,None
267,200208,20210105,71,24252,8,2,1,23.4,23.4,1.87,21.53,12.08,9.45,Clearance
268,200208,20210105,54,24252,8,2,1,127.8,127.8,0.0,127.8,68.44,59.36,None
269,200209,20210106,78,17765,1,1,1,12.0,12.0,0.0,12.0,5.46,6.54,Clearance
270,200210,20210106,62,1322,1,1,1,28.0,28.0,0.84,27.16,13.96,13.2,Loyalty Offer
271,200210,20210106,75,1322,1,1,1,19.0,19.0,2.09,16.91,8.68,8.23,Clearance
272,200211,20210106,99,20447,1,1,1,39.0,39.0,0.0,39.0,16.32,22.68,None
273,200212,20210106,75,29681,1,1,1,19.0,19.0,0.0,19.0,8.62,10.38,Clearance
274,200212,20210106,52,29681,1,1,1,132.0,132.0,0.0,132.0,63.28,68.72,None
275,200213,20210106,90,28101,1,2,1,32.0,32.0,0.96,31.04,13.51,17.53,Loyalty Offer
276,200214,20210106,47,457,1,2,2,165.0,330.0,0.0,330.0,77.7,174.6,None
277,200214,20210106,75,457,1,2,2,19.0,38.0,4.56,33.44,8.7,16.03,Clearance
278,200215,20210106,8,29363,1,2,1,96.0,96.0,0.0,96.0,41.44,54.56,Clearance
279,200216,20210106,47,17594,1,2,1,165.0,165.0,0.0,165.0,78.05,86.95,None
280,200217,20210106,30,12400,2,1,1,99.96,99.96,20.99,78.97,44.66,34.31,Clearance
281,200218,20210106,6,14266,2,1,1,99.96,99.96,0.0,99.96,45.35,54.61,Clearance
282,200219,20210106,51,15826,2,1,1,115.64,115.64,0.0,115.64,56.37,59.27,None
283,200219,20210106,59,15826,2,1,1,21.56,21.56,0.0,21.56,11.11,10.45,None
284,200219,20210106,39,15826,2,1,2,97.02,194.04,23.28,170.76,42.15,86.46,Clearance
285,200220,20210106,26,4982,2,2,1,94.08,94.08,10.35,83.73,42.31,41.42,Clearance
286,200221,20210106,39,19034,2,2,2,97.02,194.04,15.52,178.52,42.83,92.87,Clearance
287,200222,20210106,91,23533,2,2,1,44.1,44.1,0.0,44.1,19.11,24.99,None
